index,features
1379,APICall::Landroid/text/util/Linkify.addLinks()
1380,APICall::Landroid/view/MotionEvent.getButtonState()
1381,APICall::Landroid/util/SparseIntArray.append()
1382,APICall::Landroid/webkit/WebView.setFocusable()
1383,APICall::Landroid/widget/TextView.setLinkTextColor()
1384,APICall::Landroid/widget/TextView.getCompoundPaddingBottom()
1385,APICall::Landroid/view/ViewGroup.sendAccessibilityEvent()
1386,APICall::Landroid/widget/TextView.getCompoundPaddingTop()
1387,APICall::Landroid/widget/SeekBar.getWidth()
1388,APICall::Landroid/view/inputmethod/InputConnection.commitContent()
1389,APICall::Landroid/widget/ListView.drawableStateChanged()
1390,APICall::Landroid/widget/TextView.setMinHeight()
1391,APICall::Landroid/widget/PopupWindow.getAnimationStyle()
1392,APICall::Landroid/os/ResultReceiver.send()
1393,APICall::Landroid/content/res/Resources.parseBundleExtra()
1394,APICall::Landroid/widget/Button.setTextSize()
1395,APICall::Landroid/widget/Button.getDrawableState()
1396,APICall::Landroid/view/ViewPropertyAnimator.rotationXBy()
1397,APICall::Landroid/content/res/Resources.newTheme()
1398,APICall::Landroid/widget/SeekBar.getPaddingLeft()
1399,APICall::Landroid/util/Log.d()
1400,APICall::Landroid/print/PrintAttributes$Builder.setDuplexMode()
1401,APICall::Landroid/widget/Button.drawableStateChanged()
1402,APICall::Landroid/content/res/Resources$Theme.applyStyle()
1403,APICall::Landroid/view/CollapsibleActionView.onActionViewCollapsed()
1404,APICall::Landroid/widget/HeaderViewListAdapter.getWrappedAdapter()
1405,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getLabeledBy()
1406,APICall::Landroid/view/Display.getSize()
1407,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getHintText()
1408,APICall::Landroid/widget/CompoundButton.setButtonTintList()
1409,APICall::Landroid/view/LayoutInflater.getContext()
1410,APICall::Landroid/view/ViewConfiguration.getScaledHorizontalScrollFactor()
1411,APICall::Landroid/view/SubMenu.addSubMenu()
1412,APICall::Landroid/widget/TextView.setCompoundDrawablesWithIntrinsicBounds()
1413,APICall::Landroid/widget/FrameLayout.computeHorizontalScrollExtent()
1414,APICall::Landroid/view/View.getPaddingBottom()
1415,APICall::Landroid/widget/MultiAutoCompleteTextView.setBackgroundDrawable()
1416,APICall::Landroid/widget/RadioButton.getCompoundPaddingLeft()
1417,APICall::Landroid/widget/ArrayAdapter.add()
1418,APICall::Landroid/widget/Button.getAutoSizeMinTextSize()
1419,APICall::Landroid/widget/ListView.getHeight()
1420,APICall::Landroid/view/accessibility/AccessibilityNodeInfo$CollectionInfo.obtain()
1421,APICall::Landroid/widget/EditText.getWindowToken()
1422,APICall::Landroid/widget/EditText.setEnabled()
1423,APICall::Landroid/view/accessibility/AccessibilityNodeInfo$CollectionInfo.isHierarchical()
1424,APICall::Landroid/text/format/DateFormat.is24HourFormat()
1425,APICall::Landroid/view/ViewGroup$MarginLayoutParams.getLayoutDirection()
1426,APICall::Landroid/view/ViewGroup$MarginLayoutParams.getMarginStart()
1427,APICall::Landroid/view/accessibility/AccessibilityNodeInfo$CollectionItemInfo.getColumnSpan()
1428,APICall::Landroid/view/ViewGroup$MarginLayoutParams.isMarginRelative()
1429,APICall::Landroid/view/accessibility/AccessibilityNodeInfo$CollectionItemInfo.isHeading()
1430,APICall::Landroid/view/Menu.setGroupDividerEnabled()
1431,APICall::Landroid/view/LayoutInflater.cloneInContext()
1432,APICall::Landroid/widget/ImageView.getContext()
1433,APICall::Landroid/widget/FrameLayout.computeHorizontalScrollOffset()
1434,APICall::Landroid/widget/CheckBox.setButtonDrawable()
1435,APICall::Landroid/view/accessibility/AccessibilityWindowInfo.getAnchor()
1436,APICall::Landroid/widget/SeekBar.invalidateDrawable()
1437,APICall::Landroid/widget/Button.getAutoSizeStepGranularity()
1438,APICall::Landroid/view/View.removeOnAttachStateChangeListener()
1439,APICall::Landroid/view/View.hasOverlappingRendering()
1440,APICall::Landroid/content/Context.getDrawable()
1441,APICall::Landroid/content/pm/PackageInfo.getLongVersionCode()
1442,APICall::Landroid/view/ViewGroup.onWindowSystemUiVisibilityChanged()
1443,APICall::Landroid/widget/FrameLayout.computeHorizontalScrollRange()
1444,APICall::Landroid/view/View.onFinishTemporaryDetach()
1445,APICall::Landroid/widget/DatePicker.isShown()
1446,APICall::Landroid/widget/SeekBar.getContext()
1447,APICall::Landroid/widget/ImageButton.setLayoutParams()
1448,APICall::Landroid/widget/MediaController.setAnchorView()
1449,APICall::Landroid/widget/ImageButton.getParent()
1450,APICall::Landroid/widget/Button.setTextColor()
1451,APICall::Landroid/content/pm/PermissionInfo.getProtection()
1452,APICall::Landroid/provider/DocumentsContract.getTreeDocumentId()
1453,APICall::Landroid/provider/DocumentsContract.buildDocumentUriUsingTree()
1454,APICall::Landroid/provider/DocumentsContract.isDocumentUri()
1455,APICall::Landroid/widget/SeekBar.setSplitTrack()
1456,APICall::Landroid/view/Window.addOnFrameMetricsAvailableListener()
1457,APICall::Landroid/util/SparseIntArray.put()
1458,APICall::Landroid/view/View.dispatchNestedPreScroll()
1459,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getParent()
1460,APICall::Landroid/text/SpannableString.valueOf()
1461,APICall::Landroid/util/SizeF.getHeight()
1462,APICall::Landroid/widget/Button.onInitializeAccessibilityNodeInfo()
1463,APICall::Landroid/view/FrameMetrics.getMetric()
1464,APICall::Landroid/widget/SeekBar.invalidate()
1465,APICall::Landroid/text/util/Linkify$MatchFilter.acceptMatch()
1466,APICall::Landroid/view/View.isLayoutRequested()
1467,APICall::Landroid/view/View.startDragAndDrop()
1468,APICall::Landroid/view/SurfaceHolder.setFixedSize()
1469,APICall::Landroid/widget/VideoView.setOnPreparedListener()
1470,APICall::Landroid/widget/VideoView.setOnCompletionListener()
1471,APICall::Landroid/widget/Button.setWidth()
1472,APICall::Landroid/os/StrictMode.allowThreadDiskWrites()
1473,APICall::Landroid/widget/Button.onLayout()
1474,APICall::Landroid/text/PrecomputedText.getParagraphCount()
1475,APICall::Landroid/widget/EditText.setHint()
1476,APICall::Landroid/widget/PopupMenu.getDragToOpenListener()
1477,APICall::Landroid/content/Intent.makeMainSelectorActivity()
1478,APICall::Landroid/view/ViewGroup.getLayoutParams()
1479,APICall::Landroid/print/pdf/PrintedPdfDocument.writeTo()
1480,APICall::Landroid/widget/TextView.setShadowLayer()
1481,APICall::Landroid/widget/Button.setPadding()
1482,APICall::Landroid/widget/CompoundButton.getButtonDrawable()
1483,APICall::Landroid/widget/CompoundButton.getButtonTintList()
1484,APICall::Landroid/view/Gravity.apply()
1485,APICall::Landroid/widget/CompoundButton.getButtonTintMode()
1486,APICall::Landroid/view/MotionEvent.getDownTime()
1487,APICall::Landroid/widget/CompoundButton.setButtonTintMode()
1488,APICall::Landroid/widget/Button.onTextChanged()
1489,APICall::Landroid/widget/ListView.setScrollingCacheEnabled()
1490,APICall::Landroid/os/Handler.postAtFrontOfQueue()
1491,APICall::Landroid/view/View.startNestedScroll()
1492,APICall::Landroid/view/View.requireViewById()
1493,APICall::Landroid/view/Gravity.applyDisplay()
1494,APICall::Landroid/os/Handler.sendEmptyMessageAtTime()
1495,APICall::Landroid/util/SparseIntArray.get()
1496,APICall::Landroid/widget/OverScroller.fling()
1497,APICall::Landroid/widget/EditText.drawableStateChanged()
1498,APICall::Landroid/view/View.stopNestedScroll()
1499,APICall::Landroid/view/View.setAccessibilityLiveRegion()
1500,APICall::Landroid/view/View.generateViewId()
1501,APICall::Landroid/view/GestureDetector$OnGestureListener.onDown()
1502,APICall::Landroid/widget/Button.setAutoSizeTextTypeUniformWithPresetSizes()
1503,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getTextSelectionStart()
1504,APICall::Landroid/widget/EditText.setVisibility()
1505,APICall::Landroid/widget/EditText.getEditableText()
1506,APICall::Landroid/view/accessibility/AccessibilityManager.removeAccessibilityStateChangeListener()
1507,APICall::Landroid/view/Window$Callback.dispatchGenericMotionEvent()
1508,APICall::Landroid/view/Window$Callback.dispatchKeyEvent()
1509,APICall::Landroid/view/Window$Callback.dispatchKeyShortcutEvent()
1510,APICall::Landroid/view/Window$Callback.dispatchPopulateAccessibilityEvent()
1511,APICall::Landroid/view/Window$Callback.dispatchTouchEvent()
1512,APICall::Landroid/view/Window$Callback.dispatchTrackballEvent()
1513,APICall::Landroid/view/Window$Callback.onActionModeStarted()
1514,APICall::Landroid/widget/Button.setAutoSizeTextTypeWithDefaults()
1515,APICall::Landroid/view/Window$Callback.onAttachedToWindow()
1516,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getTooltipText()
1517,APICall::Landroid/view/Window$Callback.onCreatePanelMenu()
1518,APICall::Landroid/view/Window$Callback.onCreatePanelView()
1519,APICall::Landroid/view/Window$Callback.onMenuOpened()
1520,APICall::Landroid/view/Window$Callback.onPanelClosed()
1521,APICall::Landroid/view/accessibility/AccessibilityEvent.getMovementGranularity()
1522,APICall::Landroid/widget/TextView.getAutoSizeMinTextSize()
1523,APICall::Landroid/view/Window$Callback.onPreparePanel()
1524,APICall::Landroid/widget/EditText.addTextChangedListener()
1525,APICall::Landroid/widget/EditText.onCreateInputConnection()
1526,APICall::Landroid/view/View.getTransitionName()
1527,APICall::Landroid/content/res/TypedArray.getDimension()
1528,APICall::Landroid/widget/PopupWindow.getWindowLayoutType()
1529,APICall::Landroid/print/PrintDocumentAdapter$WriteResultCallback.onWriteFailed()
1530,APICall::Landroid/widget/SeekBar.getDrawableState()
1531,APICall::Landroid/view/GestureDetector$OnGestureListener.onScroll()
1532,APICall::Landroid/widget/Button.setBackgroundDrawable()
1533,APICall::Landroid/telephony/SmsMessage.createFromPdu()
1534,APICall::Landroid/telephony/PhoneNumberUtils.formatNumber()
1535,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getTraversalAfter()
1536,APICall::Landroid/widget/AutoCompleteTextView.setTextAppearance()
1537,APICall::Landroid/content/Context.sendOrderedBroadcast()
1538,APICall::Landroid/widget/TextView.getBreakStrategy()
1539,APICall::Landroid/widget/RemoteViews.setViewVisibility()
1540,APICall::Landroid/widget/LinearLayout.setSelected()
1541,APICall::Landroid/view/View.getWindowSystemUiVisibility()
1542,APICall::Landroid/view/View.getAccessibilityLiveRegion()
1543,APICall::Landroid/view/accessibility/AccessibilityRecord.setClassName()
1544,APICall::Landroid/widget/ArrayAdapter.setDropDownViewResource()
1545,APICall::Landroid/content/IntentFilter.countActions()
1546,APICall::Landroid/content/Intent.getScheme()
1547,APICall::Landroid/content/Intent.getFlags()
1548,APICall::Landroid/webkit/WebView.goBack()
1549,APICall::Landroid/view/View.addOnAttachStateChangeListener()
1550,APICall::Landroid/provider/DocumentsContract.buildChildDocumentsUriUsingTree()
1551,APICall::Landroid/content/res/TypedArray.peekValue()
1552,APICall::Landroid/widget/VideoView.setId()
1553,APICall::Landroid/view/ViewGroup.requestFocus()
1554,APICall::Landroid/view/MenuItem.getContentDescription()
1555,APICall::Landroid/view/MenuItem.getIconTintList()
1556,APICall::Landroid/view/MenuItem.getIconTintMode()
1557,APICall::Landroid/view/MenuItem.getTooltipText()
1558,APICall::Landroid/view/MenuItem.setContentDescription()
1559,APICall::Landroid/widget/VideoView.setOnTouchListener()
1560,APICall::Landroid/view/MenuItem.setIconTintList()
1561,APICall::Landroid/view/MenuItem.setIconTintMode()
1562,APICall::Landroid/view/DragAndDropPermissions.release()
1563,APICall::Landroid/view/Window$Callback.onWindowAttributesChanged()
1564,APICall::Landroid/view/View.getPaddingStart()
1565,APICall::Landroid/widget/LinearLayout.getPaddingLeft()
1566,APICall::Landroid/widget/LinearLayout.getPaddingRight()
1567,APICall::Landroid/view/View.onInitializeAccessibilityNodeInfo()
1568,APICall::Landroid/widget/LinearLayout.getPaddingBottom()
1569,APICall::Landroid/view/View.getScrollIndicators()
1570,APICall::Landroid/view/View.setFocusable()
1571,APICall::Landroid/view/GestureDetector.isLongpressEnabled()
1572,APICall::Landroid/widget/VideoView.start()
1573,APICall::Landroid/view/View.getX()
1574,APICall::Landroid/text/format/Time.format3339()
1575,APICall::Landroid/view/View.getY()
1576,APICall::Landroid/content/Intent$ShortcutIconResource.fromContext()
1577,APICall::Landroid/content/pm/ShortcutInfo$Builder.setShortLabel()
1578,APICall::Landroid/util/SparseArray.removeAt()
1579,APICall::Landroid/view/View.hasExplicitFocusable()
1580,APICall::Landroid/view/WindowInsets.replaceSystemWindowInsets()
1581,APICall::Landroid/view/View.performAccessibilityAction()
1582,APICall::Landroid/view/Window.superDispatchKeyEvent()
1583,APICall::Landroid/view/animation/Animation.hasStarted()
1584,APICall::Landroid/view/animation/Animation.hasEnded()
1585,APICall::Landroid/view/Window$Callback.onProvideKeyboardShortcuts()
1586,APICall::Landroid/view/Window$Callback.onSearchRequested()
1587,APICall::Landroid/view/Window$Callback.onWindowStartingActionMode()
1588,APICall::Landroid/view/View.hasFocusable()
1589,APICall::Landroid/text/TextPaint.setTypeface()
1590,APICall::Landroid/text/format/Time.set()
1591,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.canOpenPopup()
1592,APICall::Landroid/view/View.getKeyDispatcherState()
1593,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.findAccessibilityNodeInfosByViewId()
1594,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.focusSearch()
1595,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.findFocus()
1596,APICall::Landroid/text/TextPaint.setFakeBoldText()
1597,APICall::Landroid/widget/Spinner.getSelectedItemPosition()
1598,APICall::Landroid/view/View.hasNestedScrollingParent()
1599,APICall::Landroid/widget/ProgressBar.getContext()
1600,APICall::Landroid/widget/ProgressBar.setIndeterminateDrawable()
1601,APICall::Landroid/content/ContextWrapper.getTheme()
1602,APICall::Landroid/widget/ProgressBar.setProgressDrawable()
1603,APICall::Landroid/widget/RatingBar.onMeasure()
1604,APICall::Landroid/widget/SeekBar.jumpDrawablesToCurrentState()
1605,APICall::Landroid/view/accessibility/AccessibilityRecord.setPassword()
1606,APICall::Landroid/view/accessibility/AccessibilityNodeInfo$CollectionItemInfo.obtain()
1607,APICall::Landroid/widget/SeekBar.drawableStateChanged()
1608,APICall::Landroid/view/ViewGroup.setFitsSystemWindows()
1609,APICall::Landroid/view/View.hasOnClickListeners()
1610,APICall::Landroid/widget/ListView.dispatchDraw()
1611,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getActionList()
1612,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setContentInvalid()
1613,APICall::Landroid/view/View.getTranslationX()
1614,APICall::Landroid/content/Intent.setExtrasClassLoader()
1615,APICall::Landroid/widget/TextView.getAutoSizeTextAvailableSizes()
1616,APICall::Landroid/widget/TextView.getAutoSizeTextType()
1617,APICall::Landroid/widget/TextView.getCompoundDrawablesRelative()
1618,APICall::Landroid/widget/TextView.getLayoutDirection()
1619,APICall::Landroid/os/Process.myTid()
1620,APICall::Landroid/widget/TextView.getCompoundDrawables()
1621,APICall::Landroid/widget/TextView.getPaint()
1622,APICall::Landroid/text/TextPaint.getFontMetricsInt()
1623,APICall::Landroid/widget/TextView.getMaxLines()
1624,APICall::Landroid/widget/TextView.getTransformationMethod()
1625,APICall::Landroid/widget/SeekBar.setProgressTintList()
1626,APICall::Landroid/view/MenuItem.setTooltipText()
1627,APICall::Landroid/widget/SeekBar.getProgressDrawable()
1628,APICall::Landroid/widget/SeekBar.setProgressBackgroundTintList()
1629,APICall::Landroid/widget/SeekBar.setProgressBackgroundTintMode()
1630,APICall::Landroid/widget/Button.setCompoundDrawables()
1631,APICall::Landroid/widget/SeekBar.setOnTouchListener()
1632,APICall::Landroid/text/TextPaint.getTextScaleX()
1633,APICall::Landroid/widget/SeekBar.onDraw()
1634,APICall::Landroid/widget/Spinner.setOnItemSelectedListener()
1635,APICall::Landroid/view/View.setRotationY()
1636,APICall::Landroid/view/View.setPivotX()
1637,APICall::Landroid/view/View.setTranslationY()
1638,APICall::Landroid/view/accessibility/AccessibilityRecord.setScrollX()
1639,APICall::Landroid/telephony/SmsManager.getDefault()
1640,APICall::Landroid/view/View.setPivotY()
1641,APICall::Landroid/text/TextPaint.getTextLocales()
1642,APICall::Landroid/content/Intent.getSerializableExtra()
1643,APICall::Landroid/widget/ScrollView.setFillViewport()
1644,APICall::Landroid/text/TextPaint.getTextLocale()
1645,APICall::Landroid/widget/ImageView.getContentDescription()
1646,APICall::Landroid/widget/ThemedSpinnerAdapter.getDropDownViewTheme()
1647,APICall::Landroid/util/Log.e()
1648,APICall::Landroid/view/View.getAnimation()
1649,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getChild()
1650,APICall::Landroid/util/StateSet.trimStateSet()
1651,APICall::Landroid/view/accessibility/AccessibilityRecord.setMaxScrollY()
1652,APICall::Landroid/widget/Spinner.getDropDownVerticalOffset()
1653,APICall::Landroid/widget/ThemedSpinnerAdapter.setDropDownViewTheme()
1654,APICall::Landroid/widget/Spinner.getPopupBackground()
1655,APICall::Landroid/widget/Spinner.onDetachedFromWindow()
1656,APICall::Landroid/widget/Spinner.onMeasure()
1657,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getChildCount()
1658,APICall::Landroid/os/Parcel.writeValue()
1659,APICall::Landroid/view/ViewGroup.setOnHierarchyChangeListener()
1660,APICall::Landroid/view/View.postOnAnimationDelayed()
1661,APICall::Landroid/view/accessibility/AccessibilityRecord.setSource()
1662,APICall::Landroid/view/accessibility/AccessibilityEvent.setMovementGranularity()
1663,APICall::Landroid/content/res/ColorStateList.isStateful()
1664,APICall::Landroid/view/View.removeOnUnhandledKeyEventListener()
1665,APICall::Landroid/widget/ImageButton.getContentDescription()
1666,APICall::Landroid/view/View.setAlpha()
1667,APICall::Landroid/widget/Button.setGravity()
1668,APICall::Landroid/content/Context.checkPermission()
1669,APICall::Landroid/view/View.setRotation()
1670,APICall::Landroid/widget/TextView.onTextChanged()
1671,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getCollectionInfo()
1672,APICall::Landroid/util/LongSparseArray.clear()
1673,APICall::Landroid/widget/FrameLayout.jumpDrawablesToCurrentState()
1674,APICall::Landroid/widget/Button.getBackground()
1675,APICall::Landroid/view/View.setRotationX()
1676,APICall::Landroid/widget/TextView.getLayout()
1677,APICall::Landroid/icu/text/DecimalFormatSymbols.getDigitStrings()
1678,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getCollectionItemInfo()
1679,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getInputType()
1680,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getLabelFor()
1681,APICall::Landroid/widget/TextView.getHyphenationFrequency()
1682,APICall::Landroid/widget/TextView.setAutoSizeTextTypeUniformWithConfiguration()
1683,APICall::Landroid/webkit/WebView.clearCache()
1684,APICall::Landroid/widget/TextView.setAutoSizeTextTypeUniformWithPresetSizes()
1685,APICall::Landroid/widget/TextView.setCompoundDrawablesRelative()
1686,APICall::Landroid/widget/TextView.setCompoundDrawables()
1687,APICall::Landroid/widget/Button.setOnTouchListener()
1688,APICall::Landroid/widget/FrameLayout.verifyDrawable()
1689,APICall::Landroid/widget/Button.setHeight()
1690,APICall::Landroid/view/ViewParent.notifySubtreeAccessibilityStateChanged()
1691,APICall::Landroid/view/View.setScaleX()
1692,APICall::Landroid/view/View.dispatchNestedScroll()
1693,APICall::Landroid/view/Window.setCallback()
1694,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getDrawingOrder()
1695,APICall::Landroid/content/res/TypedArray.getType()
1696,APICall::Landroid/widget/ImageButton.getMeasuredWidth()
1697,APICall::Landroid/widget/TextView.setMinimumHeight()
1698,APICall::Landroid/widget/ImageView.setAdjustViewBounds()
1699,APICall::Landroid/view/View.getPivotX()
1700,APICall::Landroid/widget/ImageView.requestLayout()
1701,APICall::Landroid/view/View.getPivotY()
1702,APICall::Landroid/view/ViewGroup.setEnabled()
1703,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getError()
1704,APICall::Landroid/system/Os.readlink()
1705,APICall::Landroid/widget/LinearLayout.setVerticalGravity()
1706,APICall::Landroid/view/View.addOnUnhandledKeyEventListener()
1707,APICall::Landroid/view/View.drawableHotspotChanged()
1708,APICall::Landroid/content/ContextWrapper.getBaseContext()
1709,APICall::Landroid/content/res/Resources.getDrawableForDensity()
1710,APICall::Landroid/system/Os.stat()
1711,APICall::Landroid/content/Context.getExternalMediaDirs()
1712,APICall::Landroid/view/View.hasFocus()
1713,APICall::Landroid/content/res/TypedArray.getResources()
1714,APICall::Landroid/net/ConnectivityManager.getRestrictBackgroundStatus()
1715,APICall::Landroid/view/accessibility/AccessibilityWindowInfo.obtain()
1716,APICall::Landroid/view/ViewPropertyAnimator.setListener()
1717,APICall::Landroid/view/ViewPropertyAnimator.alpha()
1718,APICall::Landroid/view/ViewPropertyAnimator.alphaBy()
1719,APICall::Landroid/view/ViewPropertyAnimator.getDuration()
1720,APICall::Landroid/view/ViewPropertyAnimator.getInterpolator()
1721,APICall::Landroid/view/ViewPropertyAnimator.getStartDelay()
1722,APICall::Landroid/view/ViewPropertyAnimator.rotation()
1723,APICall::Landroid/view/ViewPropertyAnimator.rotationX()
1724,APICall::Landroid/view/ViewPropertyAnimator.rotationY()
1725,APICall::Landroid/view/ViewPropertyAnimator.rotationYBy()
1726,APICall::Landroid/view/ViewPropertyAnimator.scaleX()
1727,APICall::Landroid/widget/TextView.getPaddingTop()
1728,APICall::Landroid/view/ViewPropertyAnimator.scaleXBy()
1729,APICall::Landroid/widget/OverScroller.getCurrVelocity()
1730,APICall::Landroid/content/ContentResolver.openFileDescriptor()
1731,APICall::Landroid/view/View.onApplyWindowInsets()
1732,APICall::Landroid/text/PrecomputedText.create()
1733,APICall::Landroid/view/GestureDetector$OnGestureListener.onLongPress()
1734,APICall::Landroid/widget/TextView.getPaddingBottom()
1735,APICall::Landroid/view/ViewGroup.onWindowVisibilityChanged()
1736,APICall::Landroid/view/ViewConfiguration.getDoubleTapTimeout()
1737,APICall::Landroid/widget/Button.getLayoutParams()
1738,APICall::Landroid/widget/OverScroller.isOverScrolled()
1739,APICall::Landroid/view/accessibility/AccessibilityNodeInfo$CollectionItemInfo.getRowIndex()
1740,APICall::Landroid/widget/OverScroller.notifyHorizontalEdgeReached()
1741,APICall::Landroid/widget/TextView.getMinLines()
1742,APICall::Landroid/view/View.setTranslationX()
1743,APICall::Landroid/content/Context.startForegroundService()
1744,APICall::Landroid/widget/FrameLayout.dispatchKeyEvent()
1745,APICall::Landroid/os/Vibrator.vibrate()
1746,APICall::Landroid/widget/ImageButton.drawableStateChanged()
1747,APICall::Landroid/widget/TextView.getInputType()
1748,APICall::Landroid/text/StaticLayout.getLineEnd()
1749,APICall::Landroid/view/GestureDetector.setIsLongpressEnabled()
1750,APICall::Landroid/content/Intent.getCategories()
1751,APICall::Landroid/content/res/Resources.getValueForDensity()
1752,APICall::Landroid/view/Window.requireViewById()
1753,APICall::Landroid/view/View.getMeasuredState()
1754,APICall::Landroid/content/Intent.getDataString()
1755,APICall::Landroid/view/MotionEvent.getAxisValue()
1756,APICall::Landroid/widget/ImageButton.setBackgroundDrawable()
1757,APICall::Landroid/text/StaticLayout.getHeight()
1758,APICall::Landroid/view/accessibility/AccessibilityEvent.setSource()
1759,APICall::Landroid/text/Spannable.getSpanEnd()
1760,APICall::Landroid/widget/CheckedTextView.onCreateInputConnection()
1761,APICall::Landroid/widget/CheckedTextView.setCustomSelectionActionModeCallback()
1762,APICall::Landroid/view/View.setElevation()
1763,APICall::Landroid/view/MotionEvent.getSource()
1764,APICall::Landroid/text/StaticLayout$Builder.setBreakStrategy()
1765,APICall::Landroid/text/StaticLayout$Builder.setTextDirection()
1766,APICall::Landroid/text/StaticLayout$Builder.build()
1767,APICall::Landroid/os/StatFs.getAvailableBlocks()
1768,APICall::Landroid/telephony/TelephonyManager.getDeviceId()
1769,APICall::Landroid/widget/ImageButton.setBackgroundResource()
1770,APICall::Landroid/widget/ArrayAdapter.getFilter()
1771,APICall::Landroid/view/Display.getPixelFormat()
1772,APICall::Landroid/widget/FrameLayout.requestDisallowInterceptTouchEvent()
1773,APICall::Landroid/view/ViewGroup.onViewRemoved()
1774,APICall::Landroid/util/Log.getStackTraceString()
1775,APICall::Landroid/view/KeyEvent.getModifiers()
1776,APICall::Landroid/view/MotionEvent.setAction()
1777,APICall::Landroid/widget/TextView.setHintTextColor()
1778,APICall::Landroid/widget/CompoundButton.onTouchEvent()
1779,APICall::Landroid/os/LocaleList.indexOf()
1780,APICall::Landroid/content/res/TypedArray.getColorStateList()
1781,APICall::Landroid/text/Layout.getDesiredWidth()
1782,APICall::Landroid/widget/TextView.getHeight()
1783,APICall::Landroid/view/KeyEvent$DispatcherState.isTracking()
1784,APICall::Landroid/widget/TextView.getLinksClickable()
1785,APICall::Landroid/widget/Button.getTextColors()
1786,APICall::Landroid/os/LocaleList.isEmpty()
1787,APICall::Landroid/widget/Button.setOnFocusChangeListener()
1788,APICall::Landroid/widget/Button.setOnLongClickListener()
1789,APICall::Landroid/view/ViewPropertyAnimator.scaleY()
1790,APICall::Landroid/widget/ListPopupWindow.createDragToOpenListener()
1791,APICall::Landroid/view/ViewPropertyAnimator.scaleYBy()
1792,APICall::Landroid/view/ViewPropertyAnimator.setDuration()
1793,APICall::Landroid/view/ViewPropertyAnimator.setInterpolator()
1794,APICall::Landroid/view/ViewPropertyAnimator.setStartDelay()
1795,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.removeChild()
1796,APICall::Landroid/view/ViewPropertyAnimator.setUpdateListener()
1797,APICall::Landroid/view/ViewPropertyAnimator.start()
1798,APICall::Landroid/view/ViewPropertyAnimator.translationX()
1799,APICall::Landroid/view/ViewPropertyAnimator.translationXBy()
1800,APICall::Landroid/view/ViewPropertyAnimator.translationY()
1801,APICall::Landroid/view/View.setTranslationZ()
1802,APICall::Landroid/view/ViewPropertyAnimator.translationYBy()
1803,APICall::Landroid/view/ViewPropertyAnimator.translationZ()
1804,APICall::Landroid/view/ViewPropertyAnimator.translationZBy()
1805,APICall::Landroid/view/ViewPropertyAnimator.withEndAction()
1806,APICall::Landroid/view/ViewPropertyAnimator.withLayer()
1807,APICall::Landroid/view/ViewPropertyAnimator.withStartAction()
1808,APICall::Landroid/view/ViewPropertyAnimator.x()
1809,APICall::Landroid/view/ViewPropertyAnimator.xBy()
1810,APICall::Landroid/view/Display.getRefreshRate()
1811,APICall::Landroid/content/Context.getDataDir()
1812,APICall::Landroid/view/View.getPaddingTop()
1813,APICall::Landroid/view/inputmethod/InputConnectionWrapper.performPrivateCommand()
1814,APICall::Landroid/os/Trace.beginSection()
1815,APICall::Landroid/os/Trace.endSection()
1816,APICall::Landroid/os/Bundle.putStringArrayList()
1817,APICall::Landroid/os/UserManager.isUserUnlocked()
1818,APICall::Landroid/os/CancellationSignal.isCanceled()
1819,APICall::Landroid/view/View.setAutofillHints()
1820,APICall::Landroid/view/View.isInEditMode()
1821,APICall::Landroid/view/View.getDrawableState()
1822,APICall::Landroid/print/pdf/PrintedPdfDocument.finishPage()
1823,APICall::Landroid/widget/AutoCompleteTextView.setCustomSelectionActionModeCallback()
1824,APICall::Landroid/view/GestureDetector$OnGestureListener.onSingleTapUp()
1825,APICall::Landroid/widget/Spinner.setPrompt()
1826,APICall::Landroid/content/res/Resources.getAnimation()
1827,APICall::Landroid/widget/ListView.setOnScrollListener()
1828,APICall::Landroid/widget/ListView.post()
1829,APICall::Landroid/widget/Button.setOnClickListener()
1830,APICall::Landroid/widget/TextView.getTextSize()
1831,APICall::Landroid/widget/ScrollView.addView()
1832,APICall::Landroid/content/res/Resources$Theme.setTo()
1833,APICall::Landroid/view/ViewGroup.combineMeasuredStates()
